,f1,f2,f3,v1,v2,v3,profits
0,0.03869780242779817,0.021943921987602616,0.04292989599556912,0.022773818922086887,0.005942899478511499,0.02845867133693882,285071.39823699003
1,0.0348684014529682,0.004708867394382477,0.0487811175818378,0.007821441401668261,0.0030479166948927995,0.024933391671443046,-261969.34921956892
2,0.03805698509951765,0.039303215263847696,0.006405681633777294,0.0327686725023314,0.04270736532031966,0.03914177769771518,-449970.29204442
3,0.022519296894778357,0.018539901211629062,0.04633824944243009,0.042862025637827414,0.03800343854104453,0.03516196984530697,328352.5439294901
4,0.03219325600403323,0.0411380806635415,0.022170709941366558,0.0005068784570349816,0.03130511559046053,0.006024090206955885,604864.8969655153
5,0.011361936089238845,0.027729239350791742,0.0031908628052087665,0.002933356616627053,0.00782060760528277,0.041164608072087515,-751814.3939710382
6,0.04138155859962911,0.03158321995610324,0.037904387004268694,0.03719246965500107,0.04743862026026062,0.04894881293252053,883518.5921599407
7,0.01772629840649342,0.048534901219745165,0.04465605606610989,0.04466419931869911,0.006646302548849958,0.04391913704624902,1089285.267475172
8,0.03891917485368809,0.00973193539259838,0.02333605018635171,0.04193185673943227,0.04355429299298487,0.0075842808558245715,-384851.20067399874
9,0.002190188289361439,0.007714474603377392,0.034152447662122734,0.005839591388665877,0.046190443979204084,0.008691332456725227,-1521919.518978289
10,0.03723810779539086,0.048375486621710505,0.0162912679069076,0.01843108655213006,0.022799242474703014,0.006222126391478223,-15185.464266440806
11,0.018522985301743445,0.023477790563790398,0.009473567954214286,0.0010317144016273704,0.04970452348835581,0.04383286224174806,-387089.32519540674
12,0.006496075266773583,0.02378524631129669,0.011345467452544207,0.045616896467531864,0.014228153463605925,0.011005078637271954,-781057.1657193607
13,0.033490699734125516,0.02185759594361654,0.041633909802891875,0.021293327908771333,0.022665968448900342,0.0002799719432120318,463977.29387215915
14,0.03501325510011246,0.015618332069102054,0.041612990069760054,0.038962655627991644,0.049833351907100865,0.02643454350510447,82142.5648320529
15,0.040238217874840096,0.019373918951508723,0.014416405196512206,0.019412934750622564,0.019637594661060166,0.004803856608605034,-385872.23839603283
16,0.03412477519874878,0.006987624180465491,0.009995410123755417,0.013308090918200588,0.02510663943173156,0.021592400056734868,-436924.73585230234
17,0.00036811348755027564,0.03934621887510692,0.03324254282960161,0.02725173728715551,0.04245328243187033,0.0112621151349806,-1081612.8467185013
18,0.035258268931316755,0.039036451551098396,0.022945788776916998,0.0013832090453155977,0.0019112722641370372,0.006708440265342919,113773.25488359346
19,0.028437059797644687,0.006989849906382873,0.005726503676798673,0.028524149240220127,0.04040924050189624,0.04434029696403158,-456032.5807419556
20,0.03342014808952359,0.02355481030715663,0.028261805324059443,0.03175566009874856,0.020157162622544675,0.007725735407807372,243222.13355512917
21,0.03824994287080128,0.03173591600002954,0.02767897003289979,0.020070916972173954,0.016620756695389177,0.04350129404285689,422706.6928271804
22,0.027960358037270677,0.01519750490313061,0.0015408917283969703,0.024335968870530363,0.011309794997726441,0.014440053340788996,-587702.0212952337
23,0.02183586946161812,0.01072923364097646,0.02042643218623181,0.006823508227134451,0.045929272453456564,0.0025172923118234273,-369577.3424731555
